month,day,time,lights,T1,RH_1,T2,RH_2,T4,RH_5,T6,RH_6,T7,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
0.018377261547332376,0.007152063792050807,0.006242523551175405,0.0,0.017959593012176683,0.016227325561639253,0.01677194906640705,0.01722107725073649,0.017905334522579447,0.01732854699204353,0.011708998655122985,0.013847428714755583,0.017607390272185008,0.018324739939394968,0.015550458910477485,0.005157869972169137,0.01947217653251733,0.009851650492354177
0.018377261547332376,0.007152063792050807,0.00646547082086024,0.0,0.017959593012176683,0.016198856568002403,0.016760856510828464,0.01722107725073649,0.01788004450459633,0.017316513280057982,0.011791288640122926,0.013624593762521458,0.017579576930816045,0.01832392763492278,0.015510172749106332,0.005157869972169137,0.01947217653251733,0.009740750111577205
0.018377261547332376,0.007152063792050807,0.0066884180905450764,0.0,0.017959593012176683,0.01618462207331915,0.016725360319000366,0.01722107725073649,0.017829464461043092,0.017292445852476773,0.01187069125361892,0.013464280852694594,0.017597456938189215,0.018323115332887503,0.01546988658531801,0.005157869972169137,0.01947217653251733,0.009611366334004074
0.018377261547332376,0.007152063792050807,0.006911365360229912,0.0,0.017959593012176683,0.016153306183307858,0.016694301154062573,0.01722107725073649,0.017905334522579447,0.01725273459895334,0.012051151750649051,0.012961299083534356,0.017607390272185008,0.018323115332887503,0.015590745074265807,0.00601751496924995,0.01947217653251733,0.00966681652439256
0.018377261547332376,0.007152063792050807,0.007134312629914748,0.0,0.017934333390212946,0.016124837189671004,0.016694301154062573,0.01722107725073649,0.01785475447902621,0.017231073915213283,0.012116117528280582,0.012484368166880077,0.017607390272185008,0.018323115332887503,0.015711603563213605,0.006877159961172892,0.01947217653251733,0.009740750111577205
0.018377261547332376,0.007152063792050807,0.007357259899599584,0.0,0.01788381413870758,0.016099215096678946,0.016694301154062573,0.01722107725073649,0.017829464461043092,0.017207006487632077,0.012116117528280582,0.012217847943622089,0.017590006933829404,0.018323115332887503,0.015832462052161402,0.0077368049582537055,0.01947217653251733,0.00979620030196569
0.018377261547332376,0.007152063792050807,0.00758020716928442,0.0,0.01788381413870758,0.016099215096678946,0.016694301154062573,0.01722107725073649,0.017829464461043092,0.017156164050612266,0.012116117528280582,0.012181777538009284,0.0175378569187626,0.018323115332887503,0.0159533205411092,0.008596449955334519,0.01947217653251733,0.009851650492354177
0.018377261547332376,0.007152063792050807,0.0078031544389692556,0.0,0.01788381413870758,0.016099215096678946,0.016694301154062573,0.01722107725073649,0.017829464461043092,0.017148041294209743,0.01218830172925816,0.012123664110752035,0.017557723594480115,0.018323115332887503,0.016074179030056996,0.00945609494725746,0.01947217653251733,0.009925584079538823
0.018377261547332376,0.007152063792050807,0.008026101708654091,0.0,0.017858554516743844,0.016099215096678946,0.016694301154062573,0.01722107725073649,0.017829464461043092,0.017111940154642985,0.012473429305254004,0.012038497873273445,0.017565670260131564,0.018323115332887503,0.016195037519004793,0.010315739944338273,0.01947217653251733,0.009981034269927308
0.018377261547332376,0.007152063792050807,0.008249048978338927,0.0,0.01780803526523848,0.016099215096678946,0.016694301154062573,0.017214173755786728,0.017829464461043092,0.017085465986830736,0.012736901622039337,0.012023468537601443,0.0175378569187626,0.0183235214851236,0.01615475135521647,0.00945609494725746,0.01947217653251733,0.010295252015462057
